score_id,round_id,hole_number,par,strokes,fairway_hit,green_in_regulation,putts
2970,165,18,5,6,1,0,1
2971,166,1,4,4,0,1,1
2972,166,2,3,2,,1,1
2973,166,3,4,3,1,1,1
2974,166,4,3,3,,1,2
2975,166,5,4,4,0,1,2
2976,166,6,5,6,1,0,2
2977,166,7,4,4,1,1,2
2978,166,8,5,4,0,1,1
2979,166,9,3,2,,1,1
2980,166,10,4,4,1,1,3
2981,166,11,3,4,,0,2
2982,166,12,4,3,1,1,1
2983,166,13,5,5,1,0,2
2984,166,14,4,5,0,0,2
2985,166,15,4,4,1,1,1
2986,166,16,4,3,0,1,1
2987,166,17,4,3,1,1,1
2988,166,18,5,4,1,1,1
2989,167,1,4,4,1,1,2
2990,167,2,3,2,,1,1
2991,167,3,4,3,1,1,1
2992,167,4,3,3,,1,2
2993,167,5,4,4,0,1,2
2994,167,6,5,5,1,0,3
2995,167,7,4,4,1,1,1
2996,167,8,5,5,1,0,2
2997,167,9,3,2,,1,1
2998,167,10,4,4,0,1,3
2999,167,11,3,3,,1,3
3000,167,12,4,5,1,0,1
3001,167,13,5,6,1,0,3
3002,167,14,4,5,0,0,2
3003,167,15,4,3,1,1,1
3004,167,16,4,4,1,1,2
3005,167,17,4,4,0,1,2
3006,167,18,5,6,1,0,3
3007,168,1,4,4,1,1,3
3008,168,2,3,2,,1,1
3009,168,3,4,3,1,1,1
3010,168,4,3,2,,1,1
3011,168,5,4,3,1,1,1
3012,168,6,5,5,0,0,2
3013,168,7,4,5,0,0,2
3014,168,8,5,6,0,0,3
3015,168,9,3,3,,1,2
3016,168,10,4,4,1,1,3
3017,168,11,3,3,,1,2
3018,168,12,4,3,1,1,1
3019,168,13,5,4,1,1,1
3020,168,14,4,4,0,1,2
3021,168,15,4,4,1,1,3
3022,168,16,4,4,1,1,3
3023,168,17,4,4,0,1,1
3024,168,18,5,5,1,0,1
3025,169,1,4,3,0,1,1
3026,169,2,3,3,,1,3
3027,169,3,4,4,0,1,2
3028,169,4,3,3,,1,2
3029,169,5,4,3,1,1,1
3030,169,6,5,4,1,1,1
3031,169,7,4,4,1,1,1
3032,169,8,5,6,0,0,2
3033,169,9,3,4,,0,1
3034,169,10,4,5,1,0,2
3035,169,11,3,4,,0,2
3036,169,12,4,4,0,1,2
3037,169,13,5,5,1,0,3
3038,169,14,4,4,1,1,2
3039,169,15,4,6,0,0,2
3040,169,16,4,3,0,1,1
3041,169,17,4,3,1,1,1
3042,169,18,5,5,0,0,1
3043,170,1,4,4,1,1,3
3044,170,2,3,2,,1,1
3045,170,3,4,4,1,1,3
3046,170,4,3,2,,1,1
3047,170,5,4,3,0,1,1
3048,170,6,5,4,0,1,1
3049,170,7,4,4,1,1,3
3050,170,8,5,5,0,0,3
3051,170,9,3,3,,1,2
3052,170,10,4,3,0,1,1
3053,170,11,3,3,,1,3
3054,170,12,4,3,0,1,1
3055,170,13,5,4,1,1,1
3056,170,14,4,3,0,1,1
3057,170,15,4,3,1,1,1
3058,170,16,4,4,0,1,1
3059,170,17,4,4,1,1,2
3060,170,18,5,6,1,0,3
3061,171,1,4,5,0,0,2
3062,171,2,3,4,,0,2
3063,171,3,4,4,0,1,2
3064,171,4,3,3,,1,2
3065,171,5,4,5,1,0,2
3066,171,6,5,5,1,0,2
3067,171,7,4,4,0,1,2
3068,171,8,5,6,1,0,1
3069,171,9,3,3,,1,2
3070,171,10,4,4,0,1,2
3071,171,11,3,2,,1,1
3072,171,12,4,3,0,1,1
3073,171,13,5,5,1,0,2
3074,171,14,4,5,1,0,2
3075,171,15,4,4,1,1,2
3076,171,16,4,5,1,0,2
3077,171,17,4,5,1,0,2
3078,171,18,5,5,1,0,1
3079,172,1,4,4,0,1,2
3080,172,2,3,3,,1,1
3081,172,3,4,5,1,0,2
3082,172,4,3,2,,1,1
3083,172,5,4,4,1,1,1
3084,172,6,5,4,0,1,1
3085,172,7,4,3,0,1,1
3086,172,8,5,5,1,0,1
3087,172,9,3,3,,1,3
3088,172,10,4,5,0,0,2
3089,172,11,3,3,,1,1
3090,172,12,4,3,0,1,1
3091,172,13,5,4,0,1,1
3092,172,14,4,3,1,1,1
3093,172,15,4,4,1,1,2
3094,172,16,4,3,1,1,1
3095,172,17,4,4,1,1,2
3096,172,18,5,5,0,0,2
3097,173,1,4,6,1,0,3
3098,173,2,3,3,,1,1
3099,173,3,4,3,0,1,1
3100,173,4,3,3,,1,1
3101,173,5,4,4,1,1,2
3102,173,6,5,5,0,0,3
3103,173,7,4,3,0,1,1
3104,173,8,5,6,1,0,1
3105,173,9,3,2,,1,1
3106,173,10,4,3,1,1,1
3107,173,11,3,4,,0,3
3108,173,12,4,4,1,1,1
3109,173,13,5,5,1,0,2
3110,173,14,4,5,0,0,2
3111,173,15,4,5,1,0,2
3112,173,16,4,4,0,1,2
3113,173,17,4,4,1,1,2
3114,173,18,5,4,0,1,1
3115,174,1,4,5,1,0,1
3116,174,2,3,4,,0,2
3117,174,3,4,3,1,1,1
3118,174,4,3,3,,1,2
3119,174,5,4,5,1,0,2
3120,174,6,5,5,0,0,2
3121,174,7,4,3,1,1,1
3122,174,8,5,6,1,0,3
3123,174,9,3,3,,1,3
3124,174,10,4,4,0,1,3
3125,174,11,3,3,,1,2
3126,174,12,4,3,0,1,1
3127,174,13,5,4,1,1,1
3128,174,14,4,4,0,1,3
3129,174,15,4,5,0,0,2
3130,174,16,4,3,1,1,1
3131,174,17,4,3,0,1,1
3132,174,18,5,5,0,0,2
3133,175,1,4,4,1,1,1
3134,175,2,3,2,,1,1
3135,175,3,4,4,0,1,2
3136,175,4,3,4,,0,2
3137,175,5,4,5,1,0,2
3138,175,6,5,5,1,0,3
3139,175,7,4,3,1,1,1
3140,175,8,5,5,1,0,1
3141,175,9,3,3,,1,2
3142,175,10,4,3,1,1,1
3143,175,11,3,3,,1,2
3144,175,12,4,5,1,0,1
3145,175,13,5,4,0,1,1
3146,175,14,4,4,1,1,2
3147,175,15,4,3,1,1,1
3148,175,16,4,4,1,1,2
3149,175,17,4,3,1,1,1
3150,175,18,5,5,0,0,2
3151,176,1,4,4,1,1,2
3152,176,2,3,4,,0,1
3153,176,3,4,5,1,0,1
3154,176,4,3,4,,0,2
3155,176,5,4,4,1,1,2
3156,176,6,5,5,1,0,2
3157,176,7,4,4,0,1,1
3158,176,8,5,5,1,0,2
3159,176,9,3,4,,0,3
3160,176,10,4,4,1,1,3
3161,176,11,3,4,,0,3
3162,176,12,4,4,1,1,2
3163,176,13,5,4,1,1,1
3164,176,14,4,4,0,1,2
3165,176,15,4,4,1,1,3
3166,176,16,4,5,0,0,1
3167,176,17,4,4,1,1,2
3168,176,18,5,5,1,0,1
3169,177,1,4,4,0,1,1
3170,177,2,3,3,,1,3
3171,177,3,4,4,1,1,2
3172,177,4,3,3,,1,2
3173,177,5,4,5,0,0,2
3174,177,6,5,5,0,0,1
3175,177,7,4,4,1,1,2
3176,177,8,5,5,1,0,2
3177,177,9,3,4,,0,1
3178,177,10,4,3,1,1,1
3179,177,11,3,4,,0,2
3180,177,12,4,3,1,1,1
3181,177,13,5,5,1,0,2
3182,177,14,4,4,1,1,2
3183,177,15,4,4,0,1,3
3184,177,16,4,5,0,0,2
3185,177,17,4,4,0,1,2
3186,177,18,5,4,0,1,1
3187,178,1,4,4,1,1,2
3188,178,2,3,3,,1,2
3189,178,3,4,5,0,0,2
3190,178,4,3,5,,0,2
3191,178,5,4,5,1,0,2
3192,178,6,5,6,0,0,3
3193,178,7,4,5,0,0,2
3194,178,8,5,6,0,0,2
3195,178,9,3,3,,1,1
3196,178,10,4,4,1,1,2
3197,178,11,3,2,,1,1
3198,178,12,4,4,0,1,2
3199,178,13,5,5,1,0,2
3200,178,14,4,4,1,1,2
3201,178,15,4,5,0,0,2
3202,178,16,4,4,1,1,1
3203,178,17,4,4,1,1,1
3204,178,18,5,5,1,0,2
3205,179,1,4,5,1,0,1
3206,179,2,3,3,,1,2
3207,179,3,4,5,1,0,2
3208,179,4,3,4,,0,2
3209,179,5,4,4,0,1,2
3210,179,6,5,4,0,1,1
3211,179,7,4,4,1,1,3
3212,179,8,5,4,1,1,1
3213,179,9,3,3,,1,3
3214,179,10,4,3,0,1,1
3215,179,11,3,2,,1,1
3216,179,12,4,4,1,1,3
3217,179,13,5,4,1,1,1
3218,179,14,4,3,0,1,1
3219,179,15,4,5,1,0,2
3220,179,16,4,4,0,1,3
3221,179,17,4,4,0,1,1
3222,179,18,5,5,1,0,2
3223,180,1,4,4,1,1,1
3224,180,2,3,3,,1,2
3225,180,3,4,4,1,1,3
3226,180,4,3,4,,0,3
3227,180,5,4,4,1,1,1
3228,180,6,5,5,0,0,1
3229,180,7,4,3,1,1,1
3230,180,8,5,7,1,0,2
3231,180,9,3,4,,0,2
3232,180,10,4,5,1,0,2
3233,180,11,3,2,,1,1
3234,180,12,4,4,1,1,3
3235,180,13,5,5,0,0,2
3236,180,14,4,4,1,1,2
3237,180,15,4,5,0,0,2
3238,180,16,4,4,0,1,3
3239,180,17,4,4,0,1,2
3240,180,18,5,4,1,1,1
3241,181,1,4,4,1,1,2
3242,181,2,3,2,,1,1
3243,181,3,4,3,1,1,1
3244,181,4,3,3,,1,2
3245,181,5,4,4,0,1,1
3246,181,6,5,5,0,0,1
3247,181,7,4,6,1,0,3
3248,181,8,5,5,1,0,2
3249,181,9,3,4,,0,2
3250,181,10,4,4,1,1,1
3251,181,11,3,3,,1,3
3252,181,12,4,3,1,1,1
3253,181,13,5,5,1,0,2
3254,181,14,4,5,1,0,2
3255,181,15,4,3,0,1,1
3256,181,16,4,4,0,1,2
3257,181,17,4,4,1,1,3
3258,181,18,5,4,0,1,1
3259,182,1,4,5,1,0,2
3260,182,2,3,3,,1,2
3261,182,3,4,3,1,1,1
3262,182,4,3,3,,1,1
3263,182,5,4,3,0,1,1
3264,182,6,5,5,0,0,3
3265,182,7,4,4,1,1,2
3266,182,8,5,6,1,0,2
3267,182,9,3,3,,1,2
3268,182,10,4,4,0,1,2
3269,182,11,3,2,,1,1
3270,182,12,4,5,1,0,1
3271,182,13,5,4,1,1,1
3272,182,14,4,5,1,0,2
3273,182,15,4,5,1,0,2
3274,182,16,4,3,1,1,1
3275,182,17,4,4,1,1,2
3276,182,18,5,4,0,1,1
3277,183,1,4,3,1,1,1
3278,183,2,3,3,,1,1
3279,183,3,4,3,1,1,1
3280,183,4,3,3,,1,2
3281,183,5,4,4,1,1,2
3282,183,6,5,7,1,0,2
3283,183,7,4,5,1,0,3
3284,183,8,5,5,0,0,2
3285,183,9,3,3,,1,3
3286,183,10,4,4,1,1,1
3287,183,11,3,4,,0,2
3288,183,12,4,4,1,1,1
3289,183,13,5,6,0,0,3
3290,183,14,4,5,1,0,2
3291,183,15,4,3,1,1,1
3292,183,16,4,4,0,1,2
3293,183,17,4,4,0,1,2
3294,183,18,5,5,1,0,2
3295,184,1,4,4,1,1,1
3296,184,2,3,2,,1,1
3297,184,3,4,3,1,1,1
3298,184,4,3,2,,1,1
3299,184,5,4,4,0,1,1
3300,184,6,5,5,0,0,2
3301,184,7,4,4,0,1,3
3302,184,8,5,5,1,0,1
3303,184,9,3,3,,1,1
3304,184,10,4,3,1,1,1
3305,184,11,3,3,,1,2
3306,184,12,4,4,1,1,2
3307,184,13,5,5,1,0,2
3308,184,14,4,4,1,1,3
3309,184,15,4,4,1,1,2
3310,184,16,4,4,1,1,2
3311,184,17,4,4,1,1,2
3312,184,18,5,5,1,0,2
3313,185,1,4,5,1,0,2
3314,185,2,3,3,,1,2
3315,185,3,4,4,0,1,3
3316,185,4,3,4,,0,2
3317,185,5,4,5,0,0,3
3318,185,6,5,4,1,1,1
3319,185,7,4,5,1,0,3
3320,185,8,5,5,1,0,2
3321,185,9,3,2,,1,1
3322,185,10,4,4,0,1,2
3323,185,11,3,3,,1,3
3324,185,12,4,3,0,1,1
3325,185,13,5,4,1,1,1
3326,185,14,4,4,0,1,1
3327,185,15,4,3,1,1,1
3328,185,16,4,4,1,1,2
3329,185,17,4,4,1,1,1
3330,185,18,5,4,1,1,1
3331,186,1,4,4,1,1,3
3332,186,2,3,2,,1,1
3333,186,3,4,4,1,1,3
3334,186,4,3,4,,0,3
3335,186,5,4,5,0,0,2
3336,186,6,5,6,1,0,1
3337,186,7,4,5,0,0,2
3338,186,8,5,5,1,0,1
3339,186,9,3,4,,0,2
3340,186,10,4,4,1,1,2
3341,186,11,3,4,,0,2
3342,186,12,4,4,1,1,1
3343,186,13,5,5,1,0,2
3344,186,14,4,5,1,0,2
3345,186,15,4,5,1,0,2
3346,186,16,4,3,0,1,1
3347,186,17,4,5,1,0,3
3348,186,18,5,6,0,0,2
3349,187,1,4,3,1,1,1
3350,187,2,3,4,,0,2
3351,187,3,4,5,1,0,1
3352,187,4,3,5,,0,2
3353,187,5,4,4,1,1,1
3354,187,6,5,5,0,0,1
3355,187,7,4,4,0,1,2
3356,187,8,5,5,1,0,2
3357,187,9,3,3,,1,2
3358,187,10,4,3,1,1,1
3359,187,11,3,3,,1,2
3360,187,12,4,5,1,0,1
3361,187,13,5,4,1,1,1
3362,187,14,4,6,0,0,2
3363,187,15,4,5,1,0,2
3364,187,16,4,4,0,1,2
3365,187,17,4,4,1,1,2
3366,187,18,5,6,1,0,1
3367,188,1,4,3,1,1,1
3368,188,2,3,2,,1,1
3369,188,3,4,5,1,0,2
3370,188,4,3,4,,0,2
3371,188,5,4,3,0,1,1
3372,188,6,5,4,0,1,1
3373,188,7,4,3,1,1,1
3374,188,8,5,5,1,0,1
3375,188,9,3,4,,0,2
3376,188,10,4,4,1,1,1
3377,188,11,3,2,,1,1
3378,188,12,4,4,0,1,2
3379,188,13,5,4,1,1,1
3380,188,14,4,5,1,0,1
3381,188,15,4,3,0,1,1
3382,188,16,4,5,1,0,2
3383,188,17,4,4,0,1,3
3384,188,18,5,5,1,0,1
3385,189,1,4,4,1,1,2
3386,189,2,3,3,,1,2
3387,189,3,4,4,1,1,2
3388,189,4,3,2,,1,1
3389,189,5,4,4,1,1,1
3390,189,6,5,6,0,0,2
3391,189,7,4,4,1,1,2
3392,189,8,5,6,0,0,2
3393,189,9,3,3,,1,1
3394,189,10,4,4,1,1,1
3395,189,11,3,2,,1,1
3396,189,12,4,5,1,0,2
3397,189,13,5,6,1,0,2
3398,189,14,4,5,0,0,3
3399,189,15,4,3,1,1,1
3400,189,16,4,3,1,1,1
3401,189,17,4,4,1,1,3
3402,189,18,5,6,0,0,2
3403,190,1,4,4,0,1,2
3404,190,2,3,2,,1,1
3405,190,3,4,4,1,1,2
3406,190,4,3,3,,1,1
3407,190,5,4,4,1,1,2
3408,190,6,5,4,1,1,1
3409,190,7,4,5,1,0,3
3410,190,8,5,6,1,0,2
3411,190,9,3,2,,1,1
3412,190,10,4,4,1,1,3
3413,190,11,3,3,,1,3
3414,190,12,4,4,1,1,2
3415,190,13,5,6,0,0,1
3416,190,14,4,6,0,0,1
3417,190,15,4,5,0,0,1
3418,190,16,4,3,1,1,1
3419,190,17,4,3,1,1,1
3420,190,18,5,5,0,0,2
3421,191,1,4,4,1,1,2
3422,191,2,3,3,,1,2
3423,191,3,4,4,0,1,2
3424,191,4,3,2,,1,1
3425,191,5,4,4,1,1,2
3426,191,6,5,5,0,0,3
3427,191,7,4,4,1,1,2
3428,191,8,5,6,0,0,3
3429,191,9,3,4,,0,2
3430,191,10,4,4,1,1,2
3431,191,11,3,3,,1,2
3432,191,12,4,5,1,0,2
3433,191,13,5,5,1,0,1
3434,191,14,4,4,1,1,3
3435,191,15,4,3,1,1,1
3436,191,16,4,4,0,1,2
3437,191,17,4,5,0,0,1
3438,191,18,5,5,1,0,2
3439,192,1,4,3,1,1,1
3440,192,2,3,3,,1,2
3441,192,3,4,5,1,0,2
3442,192,4,3,5,,0,2
3443,192,5,4,4,0,1,2
3444,192,6,5,4,0,1,1
3445,192,7,4,4,1,1,3
3446,192,8,5,4,1,1,1
3447,192,9,3,2,,1,1
3448,192,10,4,5,1,0,2
3449,192,11,3,3,,1,2
3450,192,12,4,4,0,1,2
3451,192,13,5,4,1,1,1
3452,192,14,4,4,0,1,3
3453,192,15,4,3,0,1,1
3454,192,16,4,4,1,1,3
3455,192,17,4,4,0,1,2
3456,192,18,5,6,0,0,2
3457,193,1,4,4,1,1,2
3458,193,2,3,3,,1,1
3459,193,3,4,6,1,0,2
3460,193,4,3,3,,1,1
3461,193,5,4,5,0,0,2
3462,193,6,5,6,1,0,1
3463,193,7,4,4,1,1,2
3464,193,8,5,5,1,0,3
3465,193,9,3,3,,1,2
3466,193,10,4,4,0,1,1
3467,193,11,3,4,,0,3
3468,193,12,4,4,0,1,2
3469,193,13,5,5,0,0,2
3470,193,14,4,4,0,1,2
3471,193,15,4,5,0,0,2
3472,193,16,4,5,0,0,1
3473,193,17,4,4,0,1,2
3474,193,18,5,5,0,0,1
3475,194,1,4,4,0,1,2
3476,194,2,3,3,,1,2
3477,194,3,4,4,1,1,3
3478,194,4,3,3,,1,2
3479,194,5,4,4,0,1,2
3480,194,6,5,4,1,1,1
3481,194,7,4,4,0,1,2
3482,194,8,5,5,0,0,2
3483,194,9,3,5,,0,2
3484,194,10,4,4,1,1,3
3485,194,11,3,2,,1,1
3486,194,12,4,4,1,1,3
3487,194,13,5,5,1,0,2
3488,194,14,4,5,1,0,3
3489,194,15,4,3,0,1,1
3490,194,16,4,4,1,1,2
3491,194,17,4,3,1,1,1
3492,194,18,5,5,1,0,3
3493,195,1,4,3,1,1,1
3494,195,2,3,4,,0,1
3495,195,3,4,3,1,1,1
3496,195,4,3,3,,1,2
3497,195,5,4,4,1,1,1
3498,195,6,5,5,0,0,2
3499,195,7,4,5,1,0,2
3500,195,8,5,6,1,0,2
3501,195,9,3,3,,1,2
3502,195,10,4,5,0,0,2
3503,195,11,3,2,,1,1
3504,195,12,4,3,0,1,1
3505,195,13,5,5,0,0,2
3506,195,14,4,5,0,0,3
3507,195,15,4,5,1,0,2
3508,195,16,4,3,0,1,1
3509,195,17,4,3,0,1,1
3510,195,18,5,5,0,0,3
3511,196,1,4,4,0,1,3
3512,196,2,3,3,,1,2
3513,196,3,4,4,1,1,3
3514,196,4,3,3,,1,2
3515,196,5,4,4,0,1,3
3516,196,6,5,6,1,0,2
3517,196,7,4,3,1,1,1
3518,196,8,5,5,1,0,2
3519,196,9,3,4,,0,2
3520,196,10,4,4,1,1,2
3521,196,11,3,3,,1,2
3522,196,12,4,3,0,1,1
3523,196,13,5,4,0,1,1
3524,196,14,4,5,1,0,3
3525,196,15,4,4,0,1,2
3526,196,16,4,4,1,1,1
3527,196,17,4,4,1,1,2
3528,196,18,5,5,1,0,2
3529,197,1,4,3,1,1,1
3530,197,2,3,3,,1,2
3531,197,3,4,3,0,1,1
3532,197,4,3,3,,1,2
3533,197,5,4,4,0,1,3
3534,197,6,5,5,1,0,2
3535,197,7,4,5,0,0,1
3536,197,8,5,5,0,0,2
3537,197,9,3,3,,1,2
3538,197,10,4,4,0,1,1
3539,197,11,3,3,,1,2
3540,197,12,4,4,1,1,3
3541,197,13,5,6,1,0,3
3542,197,14,4,3,0,1,1
3543,197,15,4,6,0,0,2
3544,197,16,4,4,0,1,1
3545,197,17,4,4,0,1,2
3546,197,18,5,7,1,0,2
3547,198,1,4,4,1,1,1
3548,198,2,3,3,,1,2
3549,198,3,4,5,0,0,1
3550,198,4,3,3,,1,2
3551,198,5,4,4,1,1,3
3552,198,6,5,5,1,0,2
3553,198,7,4,4,0,1,2
3554,198,8,5,4,1,1,1
3555,198,9,3,3,,1,3
3556,198,10,4,5,1,0,2
3557,198,11,3,2,,1,1
3558,198,12,4,3,0,1,1
3559,198,13,5,6,0,0,3
3560,198,14,4,3,0,1,1
3561,198,15,4,4,1,1,2
3562,198,16,4,3,1,1,1
3563,198,17,4,4,1,1,2
3564,198,18,5,4,0,1,1
3565,199,1,4,4,0,1,2
3566,199,2,3,3,,1,2
3567,199,3,4,4,0,1,2
3568,199,4,3,4,,0,2
3569,199,5,4,5,0,0,3
3570,199,6,5,5,0,0,2
3571,199,7,4,4,0,1,2
3572,199,8,5,5,1,0,1
3573,199,9,3,3,,1,2
3574,199,10,4,4,0,1,3
3575,199,11,3,4,,0,3
3576,199,12,4,5,1,0,1
3577,199,13,5,4,1,1,1
3578,199,14,4,4,0,1,1
3579,199,15,4,3,1,1,1
3580,199,16,4,4,1,1,1
3581,199,17,4,5,0,0,2
3582,199,18,5,5,0,0,1
3583,200,1,4,3,0,1,1
3584,200,2,3,2,,1,1
3585,200,3,4,5,0,0,2
3586,200,4,3,4,,0,3
3587,200,5,4,4,0,1,2
3588,200,6,5,6,1,0,2
3589,200,7,4,4,1,1,2
3590,200,8,5,6,1,0,3
3591,200,9,3,2,,1,1
3592,200,10,4,5,0,0,2
3593,200,11,3,2,,1,1
3594,200,12,4,3,1,1,1
3595,200,13,5,6,1,0,3
3596,200,14,4,4,0,1,2
3597,200,15,4,3,1,1,1
3598,200,16,4,5,0,0,2
3599,200,17,4,4,0,1,3
3600,200,18,5,5,1,0,1
3601,201,1,4,4,0,1,2
3602,201,2,3,3,,1,1
3603,201,3,4,4,1,1,3
3604,201,4,3,4,,0,2
3605,201,5,4,4,0,1,2
3606,201,6,5,7,0,0,2
3607,201,7,4,5,1,0,2
3608,201,8,5,5,1,0,2
3609,201,9,3,3,,1,2
3610,201,10,4,5,1,0,2
3611,201,11,3,3,,1,1
3612,201,12,4,4,0,1,2
3613,201,13,5,5,1,0,2
3614,201,14,4,3,1,1,1
3615,201,15,4,3,1,1,1
3616,201,16,4,5,0,0,2
3617,201,17,4,4,1,1,1
3618,201,18,5,6,1,0,2
3619,202,1,4,4,0,1,2
3620,202,2,3,3,,1,3
3621,202,3,4,3,1,1,1
3622,202,4,3,2,,1,1
3623,202,5,4,3,0,1,1
3624,202,6,5,5,0,0,2
3625,202,7,4,4,1,1,2
3626,202,8,5,5,1,0,2
3627,202,9,3,3,,1,1
3628,202,10,4,5,0,0,2
3629,202,11,3,3,,1,2
3630,202,12,4,3,0,1,1
3631,202,13,5,6,0,0,1
3632,202,14,4,4,0,1,2
3633,202,15,4,3,1,1,1
3634,202,16,4,4,0,1,2
3635,202,17,4,3,0,1,1
3636,202,18,5,5,1,0,2
3637,203,1,4,4,1,1,2
3638,203,2,3,3,,1,2
3639,203,3,4,3,0,1,1
3640,203,4,3,4,,0,3
3641,203,5,4,5,1,0,2
3642,203,6,5,5,1,0,1
3643,203,7,4,4,1,1,2
3644,203,8,5,4,1,1,1
3645,203,9,3,3,,1,2
3646,203,10,4,3,1,1,1
3647,203,11,3,3,,1,2
3648,203,12,4,3,0,1,1
3649,203,13,5,5,1,0,2
3650,203,14,4,4,1,1,2
3651,203,15,4,5,1,0,1
3652,203,16,4,4,0,1,1
3653,203,17,4,3,1,1,1
3654,203,18,5,6,1,0,1
3655,204,1,4,4,0,1,2
3656,204,2,3,3,,1,3
3657,204,3,4,4,1,1,3
3658,204,4,3,3,,1,2
3659,204,5,4,5,0,0,2
3660,204,6,5,5,0,0,2
3661,204,7,4,4,0,1,2
3662,204,8,5,6,1,0,2
3663,204,9,3,3,,1,3
3664,204,10,4,3,1,1,1
3665,204,11,3,3,,1,2
3666,204,12,4,4,0,1,3
3667,204,13,5,5,1,0,2
3668,204,14,4,4,1,1,3
3669,204,15,4,5,0,0,1
3670,204,16,4,3,0,1,1
3671,204,17,4,4,0,1,2
3672,204,18,5,4,1,1,1
3673,205,1,4,3,0,1,1
3674,205,2,3,4,,0,1
3675,205,3,4,5,1,0,1
3676,205,4,3,4,,0,2
3677,205,5,4,5,1,0,2
3678,205,6,5,5,1,0,1
3679,205,7,4,5,1,0,2
3680,205,8,5,6,1,0,2
3681,205,9,3,3,,1,1
3682,205,10,4,4,1,1,2
3683,205,11,3,2,,1,1
3684,205,12,4,3,1,1,1
3685,205,13,5,5,1,0,2
3686,205,14,4,3,0,1,1
3687,205,15,4,4,1,1,1
3688,205,16,4,5,1,0,2
3689,205,17,4,3,1,1,1
3690,205,18,5,5,0,0,1
3691,206,1,4,5,1,0,2
3692,206,2,3,3,,1,3
3693,206,3,4,4,1,1,2
3694,206,4,3,2,,1,1
3695,206,5,4,3,1,1,1
3696,206,6,5,6,0,0,2
3697,206,7,4,4,1,1,2
3698,206,8,5,5,1,0,3
3699,206,9,3,3,,1,2
3700,206,10,4,3,0,1,1
3701,206,11,3,3,,1,1
3702,206,12,4,4,0,1,2
3703,206,13,5,6,1,0,2
3704,206,14,4,4,1,1,3
3705,206,15,4,5,1,0,2
3706,206,16,4,5,1,0,2
3707,206,17,4,3,0,1,1
3708,206,18,5,5,1,0,2
3709,207,1,4,5,0,0,2
3710,207,2,3,3,,1,2
3711,207,3,4,4,1,1,2
3712,207,4,3,4,,0,2
3713,207,5,4,4,1,1,2
3714,207,6,5,4,1,1,1
3715,207,7,4,5,1,0,2
3716,207,8,5,4,1,1,1
3717,207,9,3,3,,1,3
3718,207,10,4,3,0,1,1
3719,207,11,3,4,,0,2
3720,207,12,4,4,1,1,3
3721,207,13,5,6,1,0,2
3722,207,14,4,4,1,1,1
3723,207,15,4,4,0,1,2
3724,207,16,4,4,1,1,2
3725,207,17,4,4,0,1,3
3726,207,18,5,6,1,0,2
3727,208,1,4,5,0,0,2
3728,208,2,3,2,,1,1
3729,208,3,4,5,0,0,2
3730,208,4,3,2,,1,1
3731,208,5,4,4,0,1,1
3732,208,6,5,4,1,1,1
3733,208,7,4,4,1,1,3
3734,208,8,5,5,1,0,3
3735,208,9,3,3,,1,1
3736,208,10,4,4,1,1,3
3737,208,11,3,4,,0,2
3738,208,12,4,4,1,1,2
3739,208,13,5,6,1,0,2
3740,208,14,4,4,0,1,3
3741,208,15,4,4,1,1,2
3742,208,16,4,5,0,0,1
3743,208,17,4,3,1,1,1
3744,208,18,5,6,0,0,2
3745,209,1,4,4,0,1,3
3746,209,2,3,2,,1,1
3747,209,3,4,4,1,1,3
3748,209,4,3,3,,1,3
3749,209,5,4,3,1,1,1
3750,209,6,5,5,1,0,2
3751,209,7,4,4,1,1,1
3752,209,8,5,6,0,0,2
3753,209,9,3,4,,0,1
3754,209,10,4,4,1,1,2
3755,209,11,3,3,,1,2
3756,209,12,4,5,1,0,3
3757,209,13,5,4,0,1,1
3758,209,14,4,3,0,1,1
3759,209,15,4,4,1,1,3
3760,209,16,4,3,1,1,1
3761,209,17,4,4,0,1,2
3762,209,18,5,6,1,0,1
3763,210,1,4,5,1,0,1
3764,210,2,3,3,,1,2
3765,210,3,4,3,1,1,1
3766,210,4,3,3,,1,2
3767,210,5,4,3,1,1,1
3768,210,6,5,4,1,1,1
3769,210,7,4,3,1,1,1
3770,210,8,5,6,1,0,1
3771,210,9,3,2,,1,1
3772,210,10,4,4,0,1,1
3773,210,11,3,3,,1,2
3774,210,12,4,4,1,1,3
3775,210,13,5,5,0,0,2
3776,210,14,4,5,0,0,1
3777,210,15,4,4,1,1,1
3778,210,16,4,3,1,1,1
3779,210,17,4,4,0,1,3
3780,210,18,5,4,1,1,1
3781,211,1,4,5,1,0,2
3782,211,2,3,3,,1,2
3783,211,3,4,4,1,1,2
3784,211,4,3,4,,0,1
3785,211,5,4,5,1,0,2
3786,211,6,5,4,0,1,1
3787,211,7,4,5,1,0,2
3788,211,8,5,5,1,0,3
3789,211,9,3,2,,1,1
3790,211,10,4,4,1,1,2
3791,211,11,3,2,,1,1
3792,211,12,4,5,1,0,2
3793,211,13,5,5,1,0,3
3794,211,14,4,4,0,1,2
3795,211,15,4,5,1,0,2
3796,211,16,4,4,1,1,2
3797,211,17,4,4,0,1,2
3798,211,18,5,5,1,0,2
3799,212,1,4,3,0,1,1
3800,212,2,3,2,,1,1
3801,212,3,4,4,0,1,2
