stat_id,match_id,player_id,minutes_played,goals,assists,shots,passes,tackles,yellow_cards,red_cards
3007,108,274,90,0,0,5,11,0,0,0
3008,108,261,7,0,0,0,34,2,0,0
3009,108,254,41,0,1,1,30,2,0,0
3010,108,260,12,0,0,1,39,5,0,0
3011,108,37,90,0,1,2,73,3,0,0
3012,108,45,90,0,0,4,53,1,0,0
3013,108,33,90,0,0,1,43,5,0,0
3014,108,34,90,0,0,1,53,3,0,0
3015,108,28,90,0,0,3,55,6,0,0
3016,108,30,90,0,0,3,28,2,0,0
3017,108,44,90,0,0,3,61,2,1,0
3018,108,29,90,0,0,3,55,1,0,0
3019,108,32,90,0,0,3,63,5,0,0
3020,108,41,90,2,0,1,51,5,0,0
3021,108,42,90,0,0,5,57,3,0,0
3022,108,36,11,0,0,0,28,5,0,0
3023,108,40,31,0,0,5,36,2,0,0
3024,108,31,23,0,0,2,72,5,0,0
3025,109,323,90,0,1,0,53,6,0,0
3026,109,336,90,4,0,4,33,5,0,0
3027,109,326,90,1,0,3,24,3,1,0
3028,109,335,90,0,0,0,20,2,0,0
3029,109,340,90,0,0,4,10,4,0,0
3030,109,327,90,0,0,1,23,1,0,0
3031,109,332,90,0,0,1,46,6,0,0
3032,109,338,90,0,0,2,26,5,0,0
3033,109,339,90,0,0,5,45,2,0,0
3034,109,333,90,0,0,4,21,3,0,0
3035,109,343,90,0,0,4,46,0,0,0
3036,109,337,21,0,0,5,18,5,1,0
3037,109,334,29,0,0,4,66,0,0,0
3038,109,331,6,0,0,4,36,1,0,0
3039,109,48,90,0,0,0,32,1,0,0
3040,109,50,90,1,0,3,34,5,0,0
3041,109,59,90,0,0,4,41,0,0,0
3042,109,68,90,0,0,3,35,0,1,0
3043,109,52,90,0,0,0,59,0,0,0
3044,109,58,90,0,0,5,18,6,1,0
3045,109,47,90,0,0,1,12,1,0,0
3046,109,66,90,0,0,3,23,3,0,0
3047,109,53,90,0,0,0,13,1,0,0
3048,109,67,90,0,0,1,41,4,0,0
3049,109,64,90,0,0,2,27,0,0,0
3050,109,62,32,0,1,3,20,3,0,0
3051,109,56,11,0,0,4,56,0,1,0
3052,109,57,11,0,0,0,71,0,0,0
3053,110,184,90,0,1,0,23,1,0,0
3054,110,165,90,0,0,3,17,6,0,0
3055,110,180,90,0,0,2,70,3,0,0
3056,110,171,90,0,0,0,12,5,0,0
3057,110,162,90,2,0,0,44,1,0,0
3058,110,166,90,0,0,0,38,0,0,0
3059,110,181,90,1,0,5,31,3,1,0
3060,110,176,90,0,0,2,29,2,0,0
3061,110,172,90,0,0,0,8,1,0,0
3062,110,175,90,0,0,0,67,4,0,0
3063,110,182,90,0,0,4,53,3,0,0
3064,110,164,41,0,0,4,36,0,1,0
3065,110,170,45,0,0,2,63,3,0,0
3066,110,177,30,0,0,2,72,2,0,0
3067,110,121,90,0,1,3,9,3,1,0
3068,110,130,90,0,0,5,43,0,0,1
3069,110,136,90,0,0,4,61,6,0,0
3070,110,118,90,0,0,3,21,0,1,0
3071,110,137,90,0,0,3,15,5,0,0
3072,110,120,90,0,0,3,25,4,0,0
3073,110,128,90,0,0,4,22,0,0,0
3074,110,132,90,0,0,1,26,4,0,0
3075,110,135,90,0,0,0,43,3,0,0
3076,110,131,90,0,0,4,46,0,1,0
3077,110,126,90,0,0,4,42,3,0,0
3078,110,138,28,0,0,0,22,1,0,0
3079,110,122,25,0,0,3,26,1,0,0
3080,110,127,13,0,0,0,63,2,1,0
3081,111,91,90,0,1,2,50,1,0,0
3082,111,81,90,0,1,4,20,5,0,0
3083,111,85,90,0,0,5,24,4,1,0
3084,111,87,90,0,0,4,36,0,0,0
3085,111,71,90,0,0,5,11,5,0,0
3086,111,84,90,0,1,1,20,1,0,0
3087,111,86,90,0,0,1,59,4,0,0
3088,111,77,90,0,0,2,71,6,0,0
3089,111,70,90,0,1,2,31,4,0,1
3090,111,72,90,0,0,4,14,5,0,0
3091,111,78,90,0,0,3,9,3,1,0
3092,111,89,26,0,0,3,42,2,0,0
3093,111,88,30,0,0,0,36,3,0,0
3094,111,92,42,0,1,2,36,5,1,0
3095,111,39,90,0,0,0,44,5,0,0
3096,111,36,90,0,0,1,35,2,0,0
3097,111,43,90,0,0,3,24,2,1,0
3098,111,44,90,0,0,3,21,2,0,0
3099,111,29,90,0,0,4,11,3,0,0
3100,111,45,90,0,0,0,28,2,0,0
3101,111,33,90,0,0,1,36,5,0,0
3102,111,32,90,0,0,2,53,1,0,0
3103,111,28,90,0,0,4,25,4,0,0
3104,111,31,90,0,1,1,63,3,0,0
3105,111,41,90,0,0,0,64,1,1,0
3106,111,37,15,0,0,1,11,2,1,0
3107,111,26,16,0,0,2,38,4,0,0
3108,111,42,43,0,0,0,58,1,0,0
3109,112,25,90,1,0,0,14,0,0,0
3110,112,30,90,0,0,4,36,3,0,0
3111,112,27,90,0,1,0,10,1,0,0
3112,112,31,90,0,0,3,26,1,0,0
3113,112,42,90,0,0,2,71,0,0,0
3114,112,29,90,0,0,2,8,5,0,0
3115,112,40,90,0,0,1,37,0,0,0
3116,112,46,90,0,0,1,25,5,0,0
3117,112,28,90,0,0,3,67,6,0,0
3118,112,32,90,0,0,2,64,5,0,0
3119,112,36,90,0,1,5,23,4,0,0
3120,112,41,17,0,0,5,21,0,0,0
3121,112,24,32,0,0,5,62,2,1,0
3122,112,26,35,0,0,3,16,1,1,0
3123,112,432,90,1,0,0,22,3,0,0
3124,112,417,90,0,0,0,57,5,0,0
3125,112,435,90,0,0,1,25,1,0,0
3126,112,425,90,0,0,4,27,0,0,0
3127,112,430,90,0,0,5,44,5,0,0
3128,112,437,90,0,0,0,18,2,0,0
3129,112,416,90,0,0,0,11,5,0,0
3130,112,428,90,0,0,1,27,6,0,0
3131,112,434,90,0,0,2,63,2,0,0
3132,112,431,90,0,0,3,34,1,0,0
3133,112,427,90,0,0,2,21,3,0,0
3134,112,426,36,0,0,4,17,2,0,0
3135,112,424,13,0,1,0,43,5,0,0
3136,112,415,27,0,0,3,58,2,0,0
3137,113,54,90,0,0,3,68,3,0,0
3138,113,58,90,0,0,1,43,6,0,0
3139,113,49,90,0,1,2,60,5,0,1
3140,113,51,90,0,1,4,61,2,0,0
3141,113,62,90,0,1,5,14,6,0,0
3142,113,52,90,0,0,3,30,4,0,0
3143,113,55,90,0,0,4,35,2,0,0
3144,113,57,90,1,0,4,22,2,0,0
3145,113,64,90,0,0,0,31,1,0,0
3146,113,50,90,0,0,4,8,2,0,0
3147,113,59,90,0,0,3,25,2,1,0
3148,113,60,8,0,0,1,37,5,0,0
3149,113,69,23,0,0,5,26,6,0,0
3150,113,61,14,0,0,4,42,2,1,0
3151,113,131,90,1,0,1,27,0,0,0
3152,113,128,90,0,0,4,45,4,0,0
3153,113,130,90,0,0,4,34,1,0,0
3154,113,116,90,0,0,3,10,6,0,0
3155,113,137,90,0,0,3,18,5,0,1
3156,113,122,90,0,0,4,44,3,0,0
3157,113,129,90,2,0,3,43,4,0,0
3158,113,123,90,0,1,4,55,6,0,0
3159,113,126,90,0,0,5,8,0,1,0
3160,113,118,90,0,0,4,15,4,0,0
3161,113,134,90,0,0,5,12,2,0,0
3162,113,124,23,1,0,0,52,3,0,0
3163,113,133,9,0,0,2,32,4,0,0
3164,113,119,37,0,0,3,47,3,0,0
3165,114,398,90,0,1,4,12,1,0,0
3166,114,393,90,0,0,4,75,5,0,0
3167,114,411,90,0,1,0,21,2,0,0
3168,114,392,90,0,0,3,22,0,0,0
3169,114,395,90,0,0,4,74,1,0,0
3170,114,404,90,1,0,5,49,6,1,0
3171,114,408,90,0,0,2,53,5,0,0
3172,114,402,90,0,0,1,55,1,0,0
3173,114,414,90,1,0,2,28,3,0,0
3174,114,396,90,0,0,5,69,2,0,0
3175,114,399,90,0,0,2,62,3,0,0
3176,114,413,18,0,1,1,8,1,0,0
3177,114,409,15,0,0,3,30,3,0,0
3178,114,407,40,0,0,1,40,2,1,0
3179,114,230,90,0,0,0,68,1,0,0
3180,114,209,90,0,0,1,29,3,0,0
3181,114,213,90,0,0,0,23,6,0,0
3182,114,218,90,2,0,5,72,3,0,0
3183,114,212,90,0,1,3,18,1,1,0
3184,114,224,90,0,0,2,26,1,0,0
3185,114,219,90,0,0,5,14,2,0,0
3186,114,217,90,0,0,5,65,3,1,0
3187,114,214,90,0,0,5,62,0,0,0
3188,114,229,90,0,0,3,54,5,0,0
3189,114,211,90,0,0,3,60,2,1,0
3190,114,208,29,0,0,1,32,2,0,0
3191,114,216,44,0,0,1,28,6,0,0
3192,114,215,29,0,0,2,33,6,0,0
3193,115,115,90,0,0,1,61,0,0,0
3194,115,98,90,0,0,0,50,0,0,0
3195,115,97,90,1,0,3,9,0,0,0
3196,115,95,90,0,0,4,34,5,0,0
3197,115,111,90,0,0,3,34,1,0,0
3198,115,112,90,0,0,2,70,0,0,0
3199,115,101,90,0,0,3,19,6,0,0
3200,115,100,90,0,0,4,60,5,0,0
3201,115,102,90,0,0,1,10,1,1,0
3202,115,104,90,0,0,1,60,3,0,0
3203,115,93,90,0,1,3,50,2,0,0
3204,115,108,15,0,0,3,24,2,1,0
3205,115,105,14,0,1,3,14,0,0,0
3206,115,114,6,0,0,4,11,4,0,0
3207,115,28,90,0,0,1,9,0,0,0
3208,115,39,90,0,1,0,75,6,0,0
3209,115,27,90,0,0,4,22,5,1,0
3210,115,36,90,0,0,4,13,1,0,0
3211,115,30,90,0,0,5,43,0,0,0
3212,115,25,90,0,0,1,14,4,0,0
3213,115,42,90,0,0,1,64,3,0,0
3214,115,31,90,0,0,1,11,4,0,0
3215,115,29,90,0,0,5,62,4,1,0
3216,115,40,90,0,0,4,46,6,0,0
3217,115,34,90,0,0,3,8,6,0,0
3218,115,44,9,0,0,0,12,2,0,0
3219,115,37,20,0,1,4,63,3,0,0
3220,115,33,44,0,0,1,20,4,0,0
3221,116,447,90,0,0,5,20,4,0,0
3222,116,442,90,0,0,4,35,3,0,0
3223,116,451,90,0,0,2,11,0,0,0
3224,116,457,90,0,0,3,59,1,0,0
3225,116,445,90,0,0,5,73,0,0,0
3226,116,453,90,0,0,3,49,1,0,0
3227,116,458,90,0,0,4,8,3,0,0
3228,116,449,90,0,0,0,25,2,0,0
3229,116,448,90,0,0,4,71,3,0,0
3230,116,438,90,3,0,5,11,2,1,0
3231,116,450,90,0,0,0,64,0,0,0
3232,116,455,26,0,0,4,16,6,0,0
3233,116,439,27,0,0,0,64,0,0,0
3234,116,444,24,0,1,5,54,6,1,0
3235,116,190,90,0,0,4,33,0,0,0
3236,116,193,90,1,0,0,72,3,0,0
3237,116,206,90,0,0,4,10,3,0,0
3238,116,204,90,0,1,1,28,1,0,0
3239,116,207,90,0,0,0,10,3,0,0
3240,116,201,90,0,0,3,33,0,0,0
3241,116,199,90,0,0,3,62,1,0,0
3242,116,200,90,0,0,1,68,6,0,0
3243,116,203,90,0,1,2,71,6,0,0
3244,116,195,90,0,0,2,58,5,0,0
3245,116,192,90,0,0,3,40,0,0,0
3246,116,185,36,0,0,2,46,2,0,0
3247,116,198,26,0,0,2,56,5,0,0
3248,116,188,39,0,0,3,53,6,0,0
3249,117,308,90,0,0,4,48,1,0,0
3250,117,316,90,0,0,4,68,0,0,0
3251,117,306,90,0,0,5,60,6,0,0
3252,117,309,90,0,0,2,39,6,0,0
3253,117,317,90,0,0,4,12,2,1,0
3254,117,307,90,0,0,2,12,4,0,0
3255,117,311,90,0,0,0,14,3,0,0
3256,117,313,90,0,0,1,13,5,0,0
3257,117,310,90,0,0,4,48,2,0,0
3258,117,302,90,0,0,0,38,4,0,0
3259,117,320,90,2,0,0,53,0,0,0
3260,117,318,45,0,1,2,10,5,0,0
3261,117,303,24,0,0,1,16,1,0,0
3262,117,312,19,0,0,3,50,1,1,0
3263,117,50,90,0,0,3,31,6,0,0
3264,117,69,90,1,0,3,36,4,0,0
3265,117,51,90,0,0,2,51,0,0,0
3266,117,54,90,0,0,4,18,4,0,0
3267,117,58,90,0,0,2,52,6,0,0
3268,117,47,90,0,0,3,12,6,0,0
3269,117,55,90,0,0,0,61,3,0,0
3270,117,52,90,0,0,1,19,5,0,0
3271,117,53,90,0,0,5,29,6,0,0
3272,117,62,90,0,0,3,11,4,0,0
3273,117,49,90,0,0,5,64,3,0,0
3274,117,66,8,0,0,1,18,4,0,0
3275,117,67,20,0,0,4,51,0,0,0
3276,117,59,8,0,0,0,50,5,0,0
3277,118,373,90,0,0,2,19,5,0,0
3278,118,391,90,1,0,3,46,2,1,0
3279,118,382,90,0,0,1,21,1,0,0
3280,118,383,90,0,0,3,31,4,0,0
3281,118,376,90,0,0,5,44,5,0,0
3282,118,372,90,0,0,5,46,1,0,0
3283,118,374,90,1,0,0,28,5,0,0
3284,118,375,90,0,1,5,21,2,1,0
3285,118,390,90,0,0,5,67,4,0,0
3286,118,381,90,0,0,0,65,1,0,0
3287,118,386,90,0,0,1,18,5,1,0
3288,118,377,19,0,0,1,28,0,0,0
3289,118,380,41,0,0,2,64,1,0,0
3290,118,379,35,0,1,0,53,1,0,0
3291,118,315,90,0,0,1,56,5,0,0
3292,118,300,90,0,0,1,47,5,0,0
3293,118,314,90,0,0,3,58,0,0,0
3294,118,309,90,0,0,5,34,2,0,0
3295,118,311,90,0,0,0,26,1,0,0
3296,118,302,90,1,0,1,24,3,0,0
3297,118,318,90,0,1,1,43,3,1,0
3298,118,306,90,1,0,0,38,4,0,0
3299,118,321,90,0,0,1,12,6,0,0
3300,118,304,90,0,0,5,57,4,0,0
3301,118,313,90,0,0,3,9,1,0,0
3302,118,305,10,0,0,5,69,1,0,0
3303,118,320,34,0,0,4,47,5,0,0
3304,118,310,7,0,1,2,24,0,0,0
3305,119,393,90,0,0,1,35,3,1,0
3306,119,407,90,0,0,4,18,4,0,0
3307,119,392,90,0,0,3,68,1,0,0
3308,119,406,90,0,1,1,66,3,0,0
3309,119,395,90,0,0,0,72,4,0,0
3310,119,405,90,0,0,3,21,1,0,0
3311,119,399,90,0,0,4,36,0,0,0
3312,119,400,90,0,0,4,69,5,0,0
3313,119,413,90,1,0,1,44,5,0,0
3314,119,397,90,0,0,3,30,3,0,0
3315,119,404,90,1,0,0,66,3,0,0
3316,119,412,16,0,0,0,55,1,0,0
3317,119,402,43,0,0,4,61,1,0,0
3318,119,411,35,0,1,2,57,2,0,0
3319,119,335,90,0,0,1,59,5,0,0
3320,119,341,90,0,0,1,26,6,0,0
3321,119,339,90,0,0,1,69,0,0,0
3322,119,338,90,0,1,2,14,3,0,0
3323,119,323,90,0,1,3,29,1,0,0
3324,119,329,90,1,0,0,19,4,1,0
3325,119,345,90,0,0,5,14,6,0,0
3326,119,330,90,0,0,5,74,5,0,0
3327,119,344,90,0,0,3,15,2,0,0
3328,119,337,90,1,0,0,43,4,0,0
3329,119,327,90,0,0,2,74,5,1,0
3330,119,331,11,0,0,0,63,0,0,0
3331,119,326,25,0,0,1,20,3,0,0
3332,119,342,43,0,0,2,53,3,0,0
3333,120,313,90,0,0,5,14,3,0,0
3334,120,303,90,0,1,1,9,3,1,0
3335,120,322,90,0,0,5,29,0,0,0
3336,120,319,90,0,0,0,38,0,0,0
3337,120,309,90,0,0,0,47,5,0,0
3338,120,320,90,0,0,2,45,2,0,0
3339,120,306,90,1,0,1,23,1,0,0
3340,120,315,90,0,0,4,27,1,0,0
3341,120,314,90,0,0,0,64,6,0,0
3342,120,308,90,0,0,1,49,4,0,0
3343,120,317,90,0,0,2,71,6,0,0
3344,120,301,11,0,0,1,32,3,0,0
3345,120,311,39,0,0,4,41,2,0,0
3346,120,318,40,0,0,1,20,2,0,0
3347,120,135,90,0,0,4,67,1,0,0
3348,120,123,90,1,0,5,21,3,0,0
3349,120,116,90,0,0,5,19,3,0,0
3350,120,131,90,0,0,1,68,1,0,0
3351,120,128,90,0,0,1,23,3,0,0
3352,120,132,90,0,0,5,31,2,0,0
3353,120,126,90,0,0,2,20,5,0,0
3354,120,117,90,0,0,1,15,3,0,0
3355,120,133,90,0,0,3,48,2,0,0
3356,120,125,90,0,0,5,47,2,0,0
3357,120,122,90,0,0,2,27,5,0,0
3358,120,127,22,0,0,2,8,5,0,0
3359,120,130,27,0,0,0,23,5,0,0
3360,120,120,9,0,0,3,43,0,0,0
3361,121,211,90,0,0,0,15,4,0,0
3362,121,217,90,0,0,0,11,5,0,0
3363,121,223,90,0,0,4,30,0,0,0
3364,121,219,90,0,0,3,62,4,0,0
3365,121,214,90,0,0,3,19,4,0,0
3366,121,225,90,0,0,1,10,6,0,0
3367,121,210,90,0,1,5,27,2,1,0
3368,121,226,90,3,0,1,42,3,0,0
3369,121,215,90,0,0,4,37,1,0,0
3370,121,208,90,0,1,5,75,3,0,0
3371,121,213,90,0,0,4,63,6,0,0
3372,121,212,16,0,0,5,30,3,0,0
3373,121,218,40,0,0,0,65,2,0,0
3374,121,224,6,0,0,2,28,6,0,0
3375,121,201,90,0,0,0,68,3,0,0
3376,121,204,90,1,0,0,12,6,0,0
3377,121,196,90,0,0,3,35,2,0,0
3378,121,206,90,0,0,3,74,3,0,0
3379,121,193,90,0,0,0,60,5,1,0
3380,121,200,90,0,1,3,14,0,0,0
3381,121,185,90,0,1,1,75,2,0,0
3382,121,192,90,0,0,2,58,3,0,0
3383,121,194,90,0,1,2,17,4,0,0
3384,121,191,90,1,0,3,70,5,0,0
3385,121,197,90,0,0,1,34,2,0,0
3386,121,199,28,0,0,5,63,4,0,0
3387,121,198,22,0,0,0,50,6,0,0
3388,121,189,41,0,0,1,70,2,0,0
3389,122,161,90,0,0,2,15,6,0,0
3390,122,147,90,0,0,3,62,5,0,0
3391,122,144,90,0,0,0,60,6,0,0
3392,122,156,90,0,0,5,60,6,0,0
3393,122,152,90,0,0,2,36,0,0,0
3394,122,141,90,0,0,1,64,4,0,0
3395,122,154,90,3,0,5,34,0,0,0
3396,122,159,90,0,0,2,26,6,0,0
3397,122,153,90,0,0,3,68,0,0,0
3398,122,155,90,0,0,0,32,5,0,0
3399,122,151,90,0,0,1,41,3,0,0
3400,122,146,20,0,0,4,17,5,0,0
3401,122,140,28,0,0,3,19,3,0,0
3402,122,143,8,0,0,1,23,3,0,0
3403,122,107,90,0,0,4,70,6,0,0
3404,122,115,90,0,0,4,42,5,0,0
3405,122,106,90,0,0,2,25,4,0,0
3406,122,98,90,0,0,0,38,3,0,0
3407,122,113,90,0,1,1,10,6,0,0
3408,122,97,90,1,0,2,33,2,1,0
3409,122,105,90,0,0,1,34,0,0,0
3410,122,100,90,0,1,5,13,4,0,0
3411,122,99,90,0,0,2,58,2,0,0
3412,122,108,90,0,0,5,41,2,0,0
3413,122,101,90,0,0,5,62,2,0,0
3414,122,112,17,0,0,1,60,3,0,0
3415,122,93,5,0,0,0,41,3,1,0
3416,122,109,10,0,1,5,39,6,0,0
3417,123,137,90,0,0,3,43,3,0,0
3418,123,127,90,0,0,0,73,5,0,0
3419,123,129,90,0,1,5,67,5,0,0
3420,123,118,90,0,0,3,26,5,0,0
3421,123,135,90,0,0,2,55,0,0,0
3422,123,132,90,0,0,1,37,0,0,0
3423,123,128,90,2,0,2,10,2,0,0
3424,123,126,90,1,0,1,27,0,0,0
3425,123,117,90,0,0,0,57,3,1,0
3426,123,130,90,0,0,1,35,4,0,0
3427,123,124,90,0,0,5,72,2,0,0
3428,123,136,24,0,0,0,32,2,0,0
3429,123,131,6,0,0,5,29,5,0,0
3430,123,121,19,0,0,0,60,3,0,0
3431,123,407,90,0,0,2,61,6,0,0
3432,123,414,90,0,0,4,54,5,0,0
3433,123,401,90,0,0,4,15,6,0,0
3434,123,395,90,0,0,0,29,4,0,0
3435,123,398,90,0,0,0,56,3,0,0
3436,123,394,90,1,0,0,36,2,0,0
3437,123,410,90,0,1,5,13,5,1,0
3438,123,403,90,0,0,2,57,1,0,0
3439,123,393,90,0,0,1,47,1,1,0
3440,123,400,90,0,0,3,38,6,0,0
3441,123,402,90,0,0,0,30,0,0,0
3442,123,411,17,0,0,0,45,5,0,0
3443,123,392,10,0,0,5,53,2,0,0
3444,123,409,9,0,0,0,32,0,0,0
3445,124,245,90,0,0,5,63,1,0,0
3446,124,253,90,0,0,4,31,4,0,0
3447,124,248,90,0,0,4,42,2,0,0
3448,124,233,90,0,0,5,21,0,0,0
3449,124,234,90,0,0,5,56,5,0,0
3450,124,232,90,0,0,5,75,5,0,0
3451,124,244,90,1,0,3,26,3,0,0
3452,124,242,90,0,0,0,71,2,0,0
3453,124,240,90,0,0,3,56,1,1,0
3454,124,239,90,0,0,4,19,5,1,0
3455,124,235,90,0,0,5,53,3,0,0
3456,124,241,45,0,0,5,33,1,0,0
3457,124,236,34,0,0,2,51,4,0,0
3458,124,246,17,0,0,0,26,4,0,0
3459,124,443,90,2,0,2,9,3,0,0
3460,124,439,90,0,0,3,51,0,0,0
3461,124,448,90,0,0,5,72,2,0,0
3462,124,454,90,0,1,3,50,5,0,0
3463,124,438,90,2,0,4,73,4,0,0
3464,124,442,90,0,0,5,38,0,0,0
3465,124,457,90,0,1,5,24,1,0,0
3466,124,450,90,0,1,0,32,4,0,0
3467,124,456,90,0,0,4,43,5,0,0
3468,124,453,90,0,1,4,9,1,0,0
3469,124,444,90,0,1,5,40,6,0,0
3470,124,452,25,0,0,4,29,5,0,0
3471,124,455,42,0,0,0,41,3,0,0
3472,124,446,28,0,0,3,24,4,0,0
3473,125,118,90,0,0,4,59,6,0,0
3474,125,129,90,0,0,3,27,4,0,0
3475,125,131,90,0,0,5,31,6,0,0
3476,125,122,90,3,0,0,22,4,0,0
3477,125,117,90,0,0,3,73,4,0,0
3478,125,126,90,0,0,3,70,3,0,0
3479,125,123,90,0,0,3,43,2,0,0
3480,125,120,90,0,0,5,43,4,0,0
3481,125,133,90,0,0,0,37,2,0,0
3482,125,127,90,0,0,2,50,4,0,0
3483,125,135,90,0,0,3,43,4,0,0
3484,125,132,10,0,0,0,45,4,0,0
3485,125,116,15,0,0,2,23,6,0,0
3486,125,124,44,0,0,3,40,2,0,0
3487,125,12,90,0,0,0,34,2,0,0
3488,125,11,90,0,1,0,58,6,0,0
3489,125,3,90,0,0,2,68,5,0,0
3490,125,23,90,0,0,1,75,2,0,0
3491,125,14,90,0,0,5,29,3,0,0
3492,125,10,90,0,0,4,40,3,0,0
3493,125,4,90,0,1,5,72,0,0,0
3494,125,13,90,0,0,2,8,0,0,0
3495,125,8,90,0,0,5,38,2,0,0
3496,125,9,90,0,0,5,70,0,0,0
3497,125,18,90,0,0,0,52,1,0,0
3498,125,7,7,0,0,3,70,6,0,0
3499,125,17,30,0,0,1,71,1,1,0
3500,125,1,18,0,0,5,46,4,0,0
3501,126,161,90,0,0,5,35,4,0,0
3502,126,143,90,0,0,2,25,0,0,0
3503,126,155,90,0,0,4,55,3,0,0
3504,126,150,90,0,0,3,10,6,0,0
3505,126,152,90,0,0,5,20,4,0,0
3506,126,153,90,0,1,4,43,2,1,0
3507,126,160,90,0,0,5,20,3,0,0
3508,126,158,90,2,0,4,51,5,0,0
3509,126,154,90,0,0,2,12,3,1,0
3510,126,139,90,0,0,5,34,5,0,0
3511,126,141,90,0,0,5,71,0,0,0
3512,126,140,41,1,0,5,8,6,0,0
3513,126,144,8,0,0,5,38,2,0,0
3514,126,149,28,0,0,0,14,0,0,0
3515,126,124,90,1,0,2,67,4,0,0
3516,126,130,90,0,0,2,70,2,1,0
3517,126,137,90,0,0,2,67,1,0,0
3518,126,123,90,0,0,1,54,2,0,0
3519,126,125,90,0,0,5,52,3,0,0
3520,126,138,90,0,0,4,20,5,0,0
3521,126,135,90,0,0,4,41,5,0,0
3522,126,118,90,0,0,1,35,5,0,0
3523,126,129,90,0,0,3,8,2,1,0
3524,126,126,90,0,0,4,64,5,0,0
3525,126,120,90,0,0,5,70,5,0,0
3526,126,127,20,0,0,0,52,5,0,0
3527,126,133,7,0,0,1,71,2,0,0
3528,126,132,7,0,1,0,32,4,0,0
3529,127,348,90,0,0,3,30,4,0,0
3530,127,360,90,0,0,0,54,4,0,0
3531,127,357,90,0,0,4,62,3,0,0
3532,127,365,90,0,0,3,38,2,0,0
3533,127,346,90,0,0,0,70,0,0,0
3534,127,347,90,0,0,0,35,1,0,0
3535,127,349,90,0,0,0,42,1,1,0
3536,127,367,90,0,0,5,47,4,0,0
3537,127,366,90,0,0,3,60,3,0,0
3538,127,364,90,0,0,0,33,5,0,0
3539,127,352,90,0,0,3,37,6,0,0
3540,127,353,28,0,0,0,73,1,0,0
3541,127,355,31,3,0,3,41,5,0,0
3542,127,350,37,0,0,4,57,3,0,0
3543,127,212,90,0,0,5,26,6,0,0
3544,127,229,90,0,0,2,65,2,0,0
3545,127,230,90,0,0,5,35,1,0,0
3546,127,214,90,0,0,0,22,4,1,0
3547,127,213,90,0,0,5,51,0,0,0
3548,127,210,90,0,0,0,51,1,1,0
3549,127,216,90,0,0,4,20,5,0,0
3550,127,226,90,0,0,3,73,2,0,0
3551,127,223,90,0,0,3,18,2,0,0
3552,127,221,90,0,1,0,41,5,0,0
3553,127,225,90,0,0,0,20,0,0,0
3554,127,227,18,0,0,0,33,0,0,0
3555,127,209,30,0,0,3,69,0,0,1
3556,127,218,31,0,0,3,63,0,0,0
3557,128,452,90,1,0,3,26,0,0,0
3558,128,450,90,0,0,5,46,0,0,0
3559,128,442,90,1,0,5,28,3,0,0
3560,128,457,90,0,0,3,67,2,1,0
3561,128,449,90,0,0,5,37,4,0,0
3562,128,438,90,0,0,4,12,4,0,0
3563,128,453,90,0,0,1,51,6,0,0
3564,128,451,90,0,0,0,23,4,1,0
3565,128,448,90,0,1,3,26,4,0,0
3566,128,445,90,0,0,2,39,0,0,0
3567,128,456,90,0,1,2,29,3,0,0
3568,128,439,12,0,0,0,73,3,0,0
3569,128,460,5,1,0,1,55,4,0,0
3570,128,444,24,0,0,4,18,0,0,0
3571,128,218,90,0,0,2,14,6,0,0
3572,128,210,90,0,0,4,50,2,0,0
3573,128,223,90,0,0,0,36,2,0,0
3574,128,217,90,0,0,3,18,6,0,0
3575,128,230,90,2,0,4,65,0,0,0
3576,128,216,90,0,1,5,56,0,0,0
3577,128,220,90,0,0,1,49,1,0,0
3578,128,214,90,0,0,4,66,6,0,0
3579,128,224,90,0,0,3,15,0,0,0
3580,128,219,90,0,0,5,66,5,0,0
3581,128,221,90,0,0,5,68,6,0,0
3582,128,213,16,0,0,3,65,2,0,0
3583,128,209,21,0,0,2,22,6,1,0
3584,128,208,39,0,0,4,46,5,0,0
3585,129,214,90,0,0,2,46,6,0,0
3586,129,211,90,1,0,3,68,3,0,0
3587,129,225,90,0,0,5,52,3,0,0
3588,129,210,90,0,0,3,27,1,0,0
3589,129,219,90,0,0,2,42,5,1,0
3590,129,220,90,0,1,4,41,5,0,0
3591,129,208,90,0,0,0,63,3,0,0
3592,129,218,90,0,0,5,60,0,0,0
3593,129,221,90,0,0,4,68,0,0,0
3594,129,212,90,0,0,3,64,4,0,0
3595,129,227,90,0,0,4,60,1,0,0
3596,129,215,42,0,0,5,64,0,0,0
3597,129,224,33,0,0,2,23,1,0,0
3598,129,226,16,0,0,0,60,4,0,0
3599,129,259,90,0,0,3,11,6,0,0
3600,129,263,90,0,0,5,37,5,0,0
3601,129,260,90,0,1,2,64,4,0,0
3602,129,276,90,1,0,0,25,4,0,0
3603,129,261,90,0,0,0,56,6,0,0
3604,129,274,90,0,0,4,51,2,0,0
3605,129,272,90,0,0,0,22,4,0,0
3606,129,255,90,0,0,0,40,1,0,0
3607,129,266,90,0,0,4,8,2,0,0
3608,129,256,90,0,0,2,24,2,0,0
3609,129,257,90,0,0,3,75,5,0,0
3610,129,275,6,0,0,0,37,5,0,0
3611,129,265,12,0,0,0,69,0,0,0
3612,129,268,25,0,0,3,34,4,0,0
